Regions Code,Regions,Household composition Code,Household composition,Ethnic group Code,Ethnic group,Industry Code,Industry,Observation
E12000003,Yorkshire and The Humber,5,Other household types,1,"Asian, Asian British or Asian Welsh",3,F Construction,530
E12000003,Yorkshire and The Humber,5,Other household types,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",5229
E12000003,Yorkshire and The Humber,5,Other household types,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",3247
E12000003,Yorkshire and The Humber,5,Other household types,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",2399
E12000003,Yorkshire and The Humber,5,Other household types,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",4291
E12000003,Yorkshire and The Humber,5,Other household types,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",388
E12000003,Yorkshire and The Humber,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",46
E12000003,Yorkshire and The Humber,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,288
E12000003,Yorkshire and The Humber,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,104
E12000003,Yorkshire and The Humber,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",751
E12000003,Yorkshire and The Humber,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",5,"H, J Transport and communication",365
E12000003,Yorkshire and The Humber,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",6,"K, L, M, N Financial, real estate, professional and administrative activities",538
E12000003,Yorkshire and The Humber,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",7,"O, P, Q Public administration, education and health",1443
E12000003,Yorkshire and The Humber,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",8,"R, S, T, U Other",90
E12000003,Yorkshire and The Humber,5,Other household types,3,Mixed or Multiple ethnic groups,1,"A, B, D, E Agriculture, energy and water",26
E12000003,Yorkshire and The Humber,5,Other household types,3,Mixed or Multiple ethnic groups,2,C Manufacturing,130
E12000003,Yorkshire and The Humber,5,Other household types,3,Mixed or Multiple ethnic groups,3,F Construction,114
E12000003,Yorkshire and The Humber,5,Other household types,3,Mixed or Multiple ethnic groups,4,"G, I Distribution, hotels and restaurants",500
E12000003,Yorkshire and The Humber,5,Other household types,3,Mixed or Multiple ethnic groups,5,"H, J Transport and communication",184
E12000003,Yorkshire and The Humber,5,Other household types,3,Mixed or Multiple ethnic groups,6,"K, L, M, N Financial, real estate, professional and administrative activities",320
E12000003,Yorkshire and The Humber,5,Other household types,3,Mixed or Multiple ethnic groups,7,"O, P, Q Public administration, education and health",661
E12000003,Yorkshire and The Humber,5,Other household types,3,Mixed or Multiple ethnic groups,8,"R, S, T, U Other",103
E12000003,Yorkshire and The Humber,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",1,"A, B, D, E Agriculture, energy and water",2143
E12000003,Yorkshire and The Humber,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",2,C Manufacturing,6803
E12000003,Yorkshire and The Humber,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",3,F Construction,6545
E12000003,Yorkshire and The Humber,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",4,"G, I Distribution, hotels and restaurants",17277
E12000003,Yorkshire and The Humber,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",5,"H, J Transport and communication",6335
E12000003,Yorkshire and The Humber,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",6,"K, L, M, N Financial, real estate, professional and administrative activities",9665
E12000003,Yorkshire and The Humber,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",7,"O, P, Q Public administration, education and health",20927
E12000003,Yorkshire and The Humber,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",8,"R, S, T, U Other",3023
E12000003,Yorkshire and The Humber,5,Other household types,5,White: Irish,1,"A, B, D, E Agriculture, energy and water",9
E12000003,Yorkshire and The Humber,5,Other household types,5,White: Irish,2,C Manufacturing,44
E12000003,Yorkshire and The Humber,5,Other household types,5,White: Irish,3,F Construction,52
E12000003,Yorkshire and The Humber,5,Other household types,5,White: Irish,4,"G, I Distribution, hotels and restaurants",100
E12000003,Yorkshire and The Humber,5,Other household types,5,White: Irish,5,"H, J Transport and communication",53
E12000003,Yorkshire and The Humber,5,Other household types,5,White: Irish,6,"K, L, M, N Financial, real estate, professional and administrative activities",90
E12000003,Yorkshire and The Humber,5,Other household types,5,White: Irish,7,"O, P, Q Public administration, education and health",216
E12000003,Yorkshire and The Humber,5,Other household types,5,White: Irish,8,"R, S, T, U Other",31
E12000003,Yorkshire and The Humber,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,"A, B, D, E Agriculture, energy and water",214
E12000003,Yorkshire and The Humber,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,C Manufacturing,2619
E12000003,Yorkshire and The Humber,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",3,F Construction,766
E12000003,Yorkshire and The Humber,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",4,"G, I Distribution, hotels and restaurants",3544
E12000003,Yorkshire and The Humber,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",5,"H, J Transport and communication",1501
E12000003,Yorkshire and The Humber,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",6,"K, L, M, N Financial, real estate, professional and administrative activities",1268
E12000003,Yorkshire and The Humber,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",7,"O, P, Q Public administration, education and health",1516
E12000003,Yorkshire and The Humber,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",8,"R, S, T, U Other",274
E12000003,Yorkshire and The Humber,5,Other household types,7,Other ethnic group,1,"A, B, D, E Agriculture, energy and water",35
E12000003,Yorkshire and The Humber,5,Other household types,7,Other ethnic group,2,C Manufacturing,244
E12000003,Yorkshire and The Humber,5,Other household types,7,Other ethnic group,3,F Construction,113
E12000003,Yorkshire and The Humber,5,Other household types,7,Other ethnic group,4,"G, I Distribution, hotels and restaurants",675
E12000003,Yorkshire and The Humber,5,Other household types,7,Other ethnic group,5,"H, J Transport and communication",243
E12000003,Yorkshire and The Humber,5,Other household types,7,Other ethnic group,6,"K, L, M, N Financial, real estate, professional and administrative activities",266
E12000003,Yorkshire and The Humber,5,Other household types,7,Other ethnic group,7,"O, P, Q Public administration, education and health",494
E12000003,Yorkshire and The Humber,5,Other household types,7,Other ethnic group,8,"R, S, T, U Other",70
E12000004,East Midlands,1,One-person household,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",161
E12000004,East Midlands,1,One-person household,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,978
E12000004,East Midlands,1,One-person household,1,"Asian, Asian British or Asian Welsh",3,F Construction,327
E12000004,East Midlands,1,One-person household,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",2285
E12000004,East Midlands,1,One-person household,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",1030
E12000004,East Midlands,1,One-person household,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",1251
E12000004,East Midlands,1,One-person household,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",3696
E12000004,East Midlands,1,One-person household,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",246
E12000004,East Midlands,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",130
E12000004,East Midlands,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,571
E12000004,East Midlands,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,386
E12000004,East Midlands,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",1231
E12000004,East Midlands,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",5,"H, J Transport and communication",1007
E12000004,East Midlands,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",6,"K, L, M, N Financial, real estate, professional and administrative activities",1042
E12000004,East Midlands,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",7,"O, P, Q Public administration, education and health",3947
E12000004,East Midlands,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",8,"R, S, T, U Other",203
E12000004,East Midlands,1,One-person household,3,Mixed or Multiple ethnic groups,1,"A, B, D, E Agriculture, energy and water",117
E12000004,East Midlands,1,One-person household,3,Mixed or Multiple ethnic groups,2,C Manufacturing,368
E12000004,East Midlands,1,One-person household,3,Mixed or Multiple ethnic groups,3,F Construction,349
E12000004,East Midlands,1,One-person household,3,Mixed or Multiple ethnic groups,4,"G, I Distribution, hotels and restaurants",882
E12000004,East Midlands,1,One-person household,3,Mixed or Multiple ethnic groups,5,"H, J Transport and communication",430
E12000004,East Midlands,1,One-person household,3,Mixed or Multiple ethnic groups,6,"K, L, M, N Financial, real estate, professional and administrative activities",663
E12000004,East Midlands,1,One-person household,3,Mixed or Multiple ethnic groups,7,"O, P, Q Public administration, education and health",1569
E12000004,East Midlands,1,One-person household,3,Mixed or Multiple ethnic groups,8,"R, S, T, U Other",190
E12000004,East Midlands,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",1,"A, B, D, E Agriculture, energy and water",6961
E12000004,East Midlands,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",2,C Manufacturing,21701
E12000004,East Midlands,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",3,F Construction,19914
E12000004,East Midlands,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",4,"G, I Distribution, hotels and restaurants",39486
E12000004,East Midlands,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",5,"H, J Transport and communication",18826
E12000004,East Midlands,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",6,"K, L, M, N Financial, real estate, professional and administrative activities",26558
E12000004,East Midlands,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",7,"O, P, Q Public administration, education and health",58059
E12000004,East Midlands,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",8,"R, S, T, U Other",8341
E12000004,East Midlands,1,One-person household,5,White: Irish,1,"A, B, D, E Agriculture, energy and water",42
E12000004,East Midlands,1,One-person household,5,White: Irish,2,C Manufacturing,155
E12000004,East Midlands,1,One-person household,5,White: Irish,3,F Construction,280
E12000004,East Midlands,1,One-person household,5,White: Irish,4,"G, I Distribution, hotels and restaurants",332
E12000004,East Midlands,1,One-person household,5,White: Irish,5,"H, J Transport and communication",157
E12000004,East Midlands,1,One-person household,5,White: Irish,6,"K, L, M, N Financial, real estate, professional and administrative activities",270
E12000004,East Midlands,1,One-person household,5,White: Irish,7,"O, P, Q Public administration, education and health",720
E12000004,East Midlands,1,One-person household,5,White: Irish,8,"R, S, T, U Other",99
E12000004,East Midlands,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,"A, B, D, E Agriculture, energy and water",237
E12000004,East Midlands,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,C Manufacturing,2043
E12000004,East Midlands,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",3,F Construction,903
E12000004,East Midlands,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",4,"G, I Distribution, hotels and restaurants",2943
E12000004,East Midlands,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",5,"H, J Transport and communication",1591
E12000004,East Midlands,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",6,"K, L, M, N Financial, real estate, professional and administrative activities",1590
E12000004,East Midlands,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",7,"O, P, Q Public administration, education and health",2863
E12000004,East Midlands,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",8,"R, S, T, U Other",481
E12000004,East Midlands,1,One-person household,7,Other ethnic group,1,"A, B, D, E Agriculture, energy and water",26
E12000004,East Midlands,1,One-person household,7,Other ethnic group,2,C Manufacturing,189
E12000004,East Midlands,1,One-person household,7,Other ethnic group,3,F Construction,107
E12000004,East Midlands,1,One-person household,7,Other ethnic group,4,"G, I Distribution, hotels and restaurants",592
E12000004,East Midlands,1,One-person household,7,Other ethnic group,5,"H, J Transport and communication",261
E12000004,East Midlands,1,One-person household,7,Other ethnic group,6,"K, L, M, N Financial, real estate, professional and administrative activities",238
E12000004,East Midlands,1,One-person household,7,Other ethnic group,7,"O, P, Q Public administration, education and health",665
E12000004,East Midlands,1,One-person household,7,Other ethnic group,8,"R, S, T, U Other",100
E12000004,East Midlands,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",1
E12000004,East Midlands,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,98
E12000004,East Midlands,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",3,F Construction,18
E12000004,East Midlands,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",156
E12000004,East Midlands,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",43
E12000004,East Midlands,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",62
E12000004,East Midlands,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",194
E12000004,East Midlands,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",17
E12000004,East Midlands,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",3
E12000004,East Midlands,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,15
E12000004,East Midlands,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,12
E12000004,East Midlands,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",21
E12000004,East Midlands,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",5,"H, J Transport and communication",10
E12000004,East Midlands,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",6,"K, L, M, N Financial, real estate, professional and administrative activities",17
E12000004,East Midlands,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",7,"O, P, Q Public administration, education and health",41
E12000004,East Midlands,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",8,"R, S, T, U Other",7
E12000004,East Midlands,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,1,"A, B, D, E Agriculture, energy and water",2
E12000004,East Midlands,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,2,C Manufacturing,1
E12000004,East Midlands,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,3,F Construction,6
E12000004,East Midlands,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,4,"G, I Distribution, hotels and restaurants",15
E12000004,East Midlands,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,5,"H, J Transport and communication",7
E12000004,East Midlands,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,6,"K, L, M, N Financial, real estate, professional and administrative activities",4
E12000004,East Midlands,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,7,"O, P, Q Public administration, education and health",22
E12000004,East Midlands,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,8,"R, S, T, U Other",4
E12000004,East Midlands,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",1,"A, B, D, E Agriculture, energy and water",1694
E12000004,East Midlands,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",2,C Manufacturing,2204
E12000004,East Midlands,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",3,F Construction,2201
E12000004,East Midlands,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",4,"G, I Distribution, hotels and restaurants",4465
E12000004,East Midlands,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",5,"H, J Transport and communication",1583
E12000004,East Midlands,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",6,"K, L, M, N Financial, real estate, professional and administrative activities",3735
E12000004,East Midlands,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",7,"O, P, Q Public administration, education and health",4919
E12000004,East Midlands,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",8,"R, S, T, U Other",1321
E12000004,East Midlands,2,Single family household: All aged 66 years and over,5,White: Irish,1,"A, B, D, E Agriculture, energy and water",8
E12000004,East Midlands,2,Single family household: All aged 66 years and over,5,White: Irish,2,C Manufacturing,19
E12000004,East Midlands,2,Single family household: All aged 66 years and over,5,White: Irish,3,F Construction,36
E12000004,East Midlands,2,Single family household: All aged 66 years and over,5,White: Irish,4,"G, I Distribution, hotels and restaurants",37
E12000004,East Midlands,2,Single family household: All aged 66 years and over,5,White: Irish,5,"H, J Transport and communication",25
E12000004,East Midlands,2,Single family household: All aged 66 years and over,5,White: Irish,6,"K, L, M, N Financial, real estate, professional and administrative activities",41
E12000004,East Midlands,2,Single family household: All aged 66 years and over,5,White: Irish,7,"O, P, Q Public administration, education and health",62
E12000004,East Midlands,2,Single family household: All aged 66 years and over,5,White: Irish,8,"R, S, T, U Other",13
E12000004,East Midlands,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,"A, B, D, E Agriculture, energy and water",9
E12000004,East Midlands,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,C Manufacturing,37
E12000004,East Midlands,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",3,F Construction,21
E12000004,East Midlands,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",4,"G, I Distribution, hotels and restaurants",63
E12000004,East Midlands,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",5,"H, J Transport and communication",13
E12000004,East Midlands,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",6,"K, L, M, N Financial, real estate, professional and administrative activities",51
E12000004,East Midlands,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",7,"O, P, Q Public administration, education and health",84
E12000004,East Midlands,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",8,"R, S, T, U Other",24
E12000004,East Midlands,2,Single family household: All aged 66 years and over,7,Other ethnic group,1,"A, B, D, E Agriculture, energy and water",1
E12000004,East Midlands,2,Single family household: All aged 66 years and over,7,Other ethnic group,2,C Manufacturing,13
E12000004,East Midlands,2,Single family household: All aged 66 years and over,7,Other ethnic group,3,F Construction,1
E12000004,East Midlands,2,Single family household: All aged 66 years and over,7,Other ethnic group,4,"G, I Distribution, hotels and restaurants",25
E12000004,East Midlands,2,Single family household: All aged 66 years and over,7,Other ethnic group,5,"H, J Transport and communication",5
E12000004,East Midlands,2,Single family household: All aged 66 years and over,7,Other ethnic group,6,"K, L, M, N Financial, real estate, professional and administrative activities",15
E12000004,East Midlands,2,Single family household: All aged 66 years and over,7,Other ethnic group,7,"O, P, Q Public administration, education and health",35
E12000004,East Midlands,2,Single family household: All aged 66 years and over,7,Other ethnic group,8,"R, S, T, U Other",2
E12000004,East Midlands,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",816
E12000004,East Midlands,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,7777
E12000004,East Midlands,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",3,F Construction,1910
E12000004,East Midlands,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",14004
E12000004,East Midlands,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",8428
E12000004,East Midlands,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",6307
E12000004,East Midlands,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",14454
E12000004,East Midlands,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",994
E12000004,East Midlands,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",280
E12000004,East Midlands,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,1240
E12000004,East Midlands,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,867
E12000004,East Midlands,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",2261
E12000004,East Midlands,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",5,"H, J Transport and communication",2228
E12000004,East Midlands,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",6,"K, L, M, N Financial, real estate, professional and administrative activities",2061
E12000004,East Midlands,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",7,"O, P, Q Public administration, education and health",6461
E12000004,East Midlands,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",8,"R, S, T, U Other",373
E12000004,East Midlands,3,Single family household: Couple family household,3,Mixed or Multiple ethnic groups,1,"A, B, D, E Agriculture, energy and water",218
E12000004,East Midlands,3,Single family household: Couple family household,3,Mixed or Multiple ethnic groups,2,C Manufacturing,937
E12000004,East Midlands,3,Single family household: Couple family household,3,Mixed or Multiple ethnic groups,3,F Construction,874
E12000004,East Midlands,3,Single family household: Couple family household,3,Mixed or Multiple ethnic groups,4,"G, I Distribution, hotels and restaurants",1583
E12000004,East Midlands,3,Single family household: Couple family household,3,Mixed or Multiple ethnic groups,5,"H, J Transport and communication",1035
E12000004,East Midlands,3,Single family household: Couple family household,3,Mixed or Multiple ethnic groups,6,"K, L, M, N Financial, real estate, professional and administrative activities",1232
E12000004,East Midlands,3,Single family household: Couple family household,3,Mixed or Multiple ethnic groups,7,"O, P, Q Public administration, education and health",2710
E12000004,East Midlands,3,Single family household: Couple family household,3,Mixed or Multiple ethnic groups,8,"R, S, T, U Other",379
E12000004,East Midlands,3,Single family household: Couple family household,4,"White: English, Welsh, Scottish, Northern Irish or British",1,"A, B, D, E Agriculture, energy and water",25298
E12000004,East Midlands,3,Single family household: Couple family household,4,"White: English, Welsh, Scottish, Northern Irish or British",2,C Manufacturing,83413
E12000004,East Midlands,3,Single family household: Couple family household,4,"White: English, Welsh, Scottish, Northern Irish or British",3,F Construction,87159
E12000004,East Midlands,3,Single family household: Couple family household,4,"White: English, Welsh, Scottish, Northern Irish or British",4,"G, I Distribution, hotels and restaurants",113819
E12000004,East Midlands,3,Single family household: Couple family household,4,"White: English, Welsh, Scottish, Northern Irish or British",5,"H, J Transport and communication",66307
E12000004,East Midlands,3,Single family household: Couple family household,4,"White: English, Welsh, Scottish, Northern Irish or British",6,"K, L, M, N Financial, real estate, professional and administrative activities",84281
E12000004,East Midlands,3,Single family household: Couple family household,4,"White: English, Welsh, Scottish, Northern Irish or British",7,"O, P, Q Public administration, education and health",155456
E12000004,East Midlands,3,Single family household: Couple family household,4,"White: English, Welsh, Scottish, Northern Irish or British",8,"R, S, T, U Other",20454
E12000004,East Midlands,3,Single family household: Couple family household,5,White: Irish,1,"A, B, D, E Agriculture, energy and water",128
E12000004,East Midlands,3,Single family household: Couple family household,5,White: Irish,2,C Manufacturing,439
E12000004,East Midlands,3,Single family household: Couple family household,5,White: Irish,3,F Construction,726
E12000004,East Midlands,3,Single family household: Couple family household,5,White: Irish,4,"G, I Distribution, hotels and restaurants",588
E12000004,East Midlands,3,Single family household: Couple family household,5,White: Irish,5,"H, J Transport and communication",460
E12000004,East Midlands,3,Single family household: Couple family household,5,White: Irish,6,"K, L, M, N Financial, real estate, professional and administrative activities",678
E12000004,East Midlands,3,Single family household: Couple family household,5,White: Irish,7,"O, P, Q Public administration, education and health",1501
E12000004,East Midlands,3,Single family household: Couple family household,5,White: Irish,8,"R, S, T, U Other",144
E12000004,East Midlands,3,Single family household: Couple family household,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,"A, B, D, E Agriculture, energy and water",1162
E12000004,East Midlands,3,Single family household: Couple family household,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,C Manufacturing,9586
E12000004,East Midlands,3,Single family household: Couple family household,6,"White: Gypsy or Irish Traveller, Roma or Other White",3,F Construction,4368
E12000004,East Midlands,3,Single family household: Couple family household,6,"White: Gypsy or Irish Traveller, Roma or Other White",4,"G, I Distribution, hotels and restaurants",12325
E12000004,East Midlands,3,Single family household: Couple family household,6,"White: Gypsy or Irish Traveller, Roma or Other White",5,"H, J Transport and communication",7512
E12000004,East Midlands,3,Single family household: Couple family household,6,"White: Gypsy or Irish Traveller, Roma or Other White",6,"K, L, M, N Financial, real estate, professional and administrative activities",5265
E12000004,East Midlands,3,Single family household: Couple family household,6,"White: Gypsy or Irish Traveller, Roma or Other White",7,"O, P, Q Public administration, education and health",7337
E12000004,East Midlands,3,Single family household: Couple family household,6,"White: Gypsy or Irish Traveller, Roma or Other White",8,"R, S, T, U Other",1167
E12000004,East Midlands,3,Single family household: Couple family household,7,Other ethnic group,1,"A, B, D, E Agriculture, energy and water",121
E12000004,East Midlands,3,Single family household: Couple family household,7,Other ethnic group,2,C Manufacturing,978
E12000004,East Midlands,3,Single family household: Couple family household,7,Other ethnic group,3,F Construction,525
E12000004,East Midlands,3,Single family household: Couple family household,7,Other ethnic group,4,"G, I Distribution, hotels and restaurants",2212
E12000004,East Midlands,3,Single family household: Couple family household,7,Other ethnic group,5,"H, J Transport and communication",1056
E12000004,East Midlands,3,Single family household: Couple family household,7,Other ethnic group,6,"K, L, M, N Financial, real estate, professional and administrative activities",889
E12000004,East Midlands,3,Single family household: Couple family household,7,Other ethnic group,7,"O, P, Q Public administration, education and health",2155
E12000004,East Midlands,3,Single family household: Couple family household,7,Other ethnic group,8,"R, S, T, U Other",266
E12000004,East Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",60
E12000004,East Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,533
E12000004,East Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",3,F Construction,89
E12000004,East Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",1184
E12000004,East Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",327
